Team,Elo_Rank,Elo_Rating,Power_Rank,Power_Score,Wins,Win_Pct,xGF60,xGA60,xG_Balance_60,xG_Diff_Total,EV_xG_Pct,PP_xG60,PK_xGA60,GSAx60,Pythagorean,PDO,Roll_Win_20,Form_5,SOS,Line_Disparity
guatemala,11,1509.626947516784,11,0.6062745226987946,42,0.5121951219512195,2.8209298669138008,2.5656684980963878,0.2552613688174134,18.99970000000002,0.53885766021994,7.458769881775056,7.716767091581287,-0.0275050526836321,0.5496309650800051,997.3718075766752,0.6,0.6,1501.6496718096853,1.361577247013897
serbia,9,1511.0888342179712,12,0.5876953668833822,41,0.5,3.017481479894575,2.963229109900656,0.054252369993919,3.9392999999999754,0.5120846976101393,7.600230968089957,7.520314325300878,0.0183411394137035,0.5095238952029223,1001.6456244317308,0.6,0.6,1492.448350590572,1.1203566912358316
mexico,14,1502.1455687594664,13,0.5836157292836573,38,0.4634146341463415,2.892126283854702,2.3965163260050537,0.4956099578496484,36.85459999999998,0.5660163883841328,7.857365050320221,7.367800469709487,-0.351599607918321,0.5974254520688554,974.200744832053,0.5,0.2,1503.851740966506,1.0630116577590651
new_zealand,13,1505.4643363059647,14,0.5583414188940343,40,0.4878048780487805,2.7218124916564133,2.51668953143167,0.2051229602247426,15.220199999999975,0.505450097104021,7.593216823358594,6.832030366668084,0.1464338384382525,0.5410431099185534,986.919084075482,0.7,1.0,1506.1762146566532,1.2320870070050371
ethiopia,15,1500.4653225954494,15,0.5367864561466255,43,0.524390243902439,2.714288826415837,2.913070008654149,-0.1987811822383118,-14.954399999999993,0.4865890742855869,7.350253524885469,7.441347699118917,0.2163676321199029,0.4629622626597166,1021.3272050336908,0.55,0.6,1502.043390831174,0.9030377031026852
south_korea,17,1497.7796684648506,16,0.5224098045960619,39,0.4756097560975609,2.8189414065234226,2.480689414965699,0.3382519915577235,23.477599999999995,0.5497646375710744,6.3005263320863945,6.679372715311651,-0.5540994496241193,0.5667080019112426,981.7076193781392,0.45,0.2,1506.266052029511,1.1077525355579938
singapore,23,1482.1998990013078,17,0.5021030086833338,40,0.4878048780487805,2.7455662066097126,3.0450355997542498,-0.2994693931445371,-22.10669999999996,0.4711278378894096,7.678581156369938,7.848101564667206,0.3930659617350304,0.445862296118988,1005.8374565000868,0.45,0.4,1507.7430136161522,1.254314091927624
oman,28,1472.8721573034743,18,0.5013723698103858,35,0.4268292682926829,2.8903789724938003,2.6565760805978678,0.2338028918959329,16.441799999999944,0.5169141178341058,6.9420546669508125,8.246953696181967,-0.0400911446445581,0.5441680718847128,993.8028960187794,0.4,0.4,1493.6603354098938,0.9885207695845948
philippines,16,1498.6870626364991,19,0.4699130730740583,43,0.524390243902439,2.279447149185683,2.597162564103611,-0.3177154149179277,-25.074300000000022,0.4412194328045219,6.953228964070018,6.7837775519949295,0.5835735947339604,0.4319200058352639,1007.1586636052044,0.4,0.8,1502.7096167708232,0.9972864617843124
canada,22,1485.9935794547955,20,0.4356690714215983,36,0.4390243902439024,2.6666621776557773,2.655731484934306,0.0109306927214714,0.8297000000000025,0.5118207489397256,7.325365337412625,6.773229339824272,-0.358801641124006,0.5021563929805812,975.6947575487357,0.45,0.6,1505.5953193146088,1.013969228295042
morocco,20,1489.2581569168244,21,0.4335308324417803,37,0.4512195121951219,2.599145561585652,2.8008996442742453,-0.2017540826885939,-15.285800000000023,0.5082010259388992,6.902888901588754,7.97314594242961,-0.2704802061269225,0.4608325108777949,987.5189298450072,0.7,0.4,1500.2988063993275,0.9958914956142064
saudi_arabia,21,1487.2107032137897,22,0.4297111639731465,39,0.4756097560975609,2.2642232150636903,2.60800970575668,-0.3437864906929899,-26.43499999999997,0.4700333572735889,6.481540572105471,6.649522357739288,0.3328056529408307,0.4263284905896575,998.6554589520658,0.4,0.2,1502.0297789221231,1.3559772024845689
vietnam,24,1479.225885591824,23,0.4224369964528019,39,0.4756097560975609,2.493817791523131,2.839325689143284,-0.3455078976201529,-25.64000000000001,0.4640880803154567,7.047223177309748,8.719339879774484,0.17766832913315,0.4322986572233311,991.7217273995492,0.5,0.6,1510.871923782394,0.9387314126982615
rwanda,31,1449.8535905700464,24,0.4098078634241984,30,0.3658536585365853,2.7297011921433927,2.328711937957618,0.4009892541857747,28.783999999999992,0.5014193926797295,6.764312929664067,7.6667272714258115,-0.1044129815450613,0.582645117935069,985.3025044673795,0.25,0.0,1504.7318571995206,1.1922254388576738
usa,29,1464.654817888582,25,0.4087936245808752,35,0.4268292682926829,2.7531029562431693,2.8986016361216187,-0.1454986798784494,-10.441599999999994,0.4782690157757442,7.338514899013558,7.554825731378816,-0.0575469722734648,0.4729889258577665,997.528492198002,0.3,0.0,1505.019761877952,1.3594816654874806
france,19,1492.4034455850635,26,0.4051518024912091,37,0.4512195121951219,2.622433288832237,2.6858791275905296,-0.0634458387582928,-4.800299999999993,0.4817095561273914,7.133788172586679,6.242878613457465,-0.3497713420415965,0.4874522616664654,972.8077558097287,0.35,0.6,1500.7516532557488,1.3422243799378455
germany,26,1477.8340248334184,27,0.3775363242682216,36,0.4390243902439024,2.6433179810088383,2.854493582992305,-0.2111756019834665,-15.73490000000001,0.4697102430416964,7.853090158963109,7.548863844720469,-0.2463795235629352,0.4597361310498573,995.775353019086,0.35,0.6,1491.1196866468083,0.9588581963800809
indonesia,18,1493.104546350165,28,0.3767252074264419,41,0.5,2.202041137495681,2.8410793576513518,-0.6390382201556704,-49.14530000000002,0.4280989031686323,6.908243199232076,6.753269659863109,0.3377024559169401,0.3693331748974977,1004.1729443196394,0.55,0.4,1499.8983796868863,0.9617771339376668
switzerland,27,1472.9212936239794,29,0.344011356001128,36,0.4390243902439024,2.1112552705823835,2.436138684715518,-0.3248834141331347,-23.85310000000001,0.4688414576045083,6.151328477868938,7.508439804532576,0.09284505014171,0.4254165963291431,993.080461408134,0.5,0.6,1502.238687668193,0.8888076298789975
uae,25,1479.1831553575514,30,0.2943836095696607,38,0.4634146341463415,2.141737270679381,2.681558978978536,-0.5398217082991548,-41.89490000000001,0.4376171576951178,6.7603191129491895,7.514428891689539,-0.0915203158335993,0.3841334804118284,992.9143130465134,0.5,0.8,1493.4750736858527,1.3504126059177028
kazakhstan,30,1453.6256919088223,31,0.2117851744011761,30,0.3658536585365853,2.272602191094108,2.6583134521137217,-0.385711261019614,-30.104000000000013,0.419862203885844,7.616244271097343,7.4715349757370015,-0.1515189745785896,0.4184330081226253,969.6350099391144,0.45,0.6,1509.8825515657632,0.9997206784156436
mongolia,32,1432.0616116850026,32,0.1122035005680403,27,0.3292682926829268,1.9512937295667483,2.986017946943164,-1.0347242173764155,-76.8424,0.3832358634574344,5.626325183240448,8.098451426987888,0.2969065375683876,0.2904002319991507,980.4969304705896,0.4,0.0,1498.0705042028042,1.0462522820493758
